Seagrass,Seagrass
Mangrove,Mangrove
Macroalgae,Macroalgae
Microalgal_mat,Microalgal_mat
Coral,Coral
Sand,Sand
Sediment,Sediment
Rock,Rock
Rubble,Rubble
Man_made,Man_made
Rubbish,Rubbish
Algal_bloom,Algal_bloom
Flocs,Flocs
Deep_ocean,Deep_ocean
