Seagrass,Seagrass
Macroalgae,Macroalgae
Microalgal_mat,Microalgal_mat
Coral,Coral
Sand,Sand
Sediment,Sediment
Rubble,Rubble
Rock,Rock
Rubbish,Rubbish
