Algal_bloom,Algal_bloom
Rubbish,Rubbish
Rubble,Rubble
Sediment,Sediment
Seaweed,Seaweed
Rock,Rock
Sand,Sand
Coral,Coral
Water,Water
Seagrass,Seagrass
Mangrove,Mangrove
Terrestrial_forest,Terrestrial_forest
Grassland,Grassland
Shrubs,Shrubs
Settlement,Settlement
Bare_land,Bare_land
Crops,Crops
Other,Other
