Brachylophus gau,Brachylophus gau
Cornufer vitianus,Cornufer vitianus
Cornufer vitiansis,Cornufer vitiansis
Emoia nigra,Emoia nigra
Emoia trossula,Emoia trossula
Pseudobulweria macgilverayii,Pseudobulweria macgilverayii
Petrodroma brevipes,Petrodroma brevipes
Ardenna pacifica,Ardenna pacifica
Pteropus tonganus,Pteropus tonganus
Pteropus samoensis,Pteropus samoensis
