Piper methysticum,Piper methysticum
Colocasia esculenta,Colocasia esculenta
Manihot esculenta,Manihot esculenta
Dioscorea,Dioscorea
Zingiber officinale,Zingiber officinale
Cannabis sp.,Cannabis sp.
Zingiber officinale,Zingiber officinale
Saccharum edule,Saccharum edule
